run,xign,yign,fuel,slp,asp,ws,wd,m1,m10,m100,cc,ch,cbh,cbd,lhc,lwc
2423,80.4,-1901.3,161,17,170,21.7,270.8,36.0,29.5,7.2,50,1,0,11,57.6,51.8
2424,-80.8,-1823.8,105,34,270,26.9,48.6,13.1,33.9,4.0,54,3,0,10,42.9,33.5
2425,1058.6,-316.9,163,27,228,0.6,212.8,26.2,23.4,15.2,81,0,0,39,87.9,64.7
2426,1172.4,-1672.4,106,26,154,2.3,221.5,36.5,33.9,6.0,43,2,0,35,93.0,90.5
2427,-697.8,-94.5,124,34,350,9.1,179.3,30.1,32.3,39.0,4,1,0,24,99.0,85.8
2428,1350.2,1753.8,162,21,41,2.5,119.9,34.5,8.8,18.4,30,3,1,39,91.2,43.4
2429,-1453.2,749.4,186,5,255,3.1,212.6,4.3,24.7,38.2,30,3,0,14,42.2,81.3
2430,-931.7,914.4,184,11,296,26.0,265.9,35.7,13.6,35.2,13,0,0,13,99.6,34.0
2431,793.3,-1647.7,182,1,360,16.3,262.8,29.9,5.8,6.2,14,2,0,17,97.4,62.9
2432,-38.7,-403.1,144,17,98,6.0,192.6,34.4,23.8,28.3,34,4,1,15,53.6,63.0
2433,-1345.5,420.4,142,18,50,29.0,221.4,4.0,11.9,4.8,23,5,2,30,46.0,47.6
2434,-804.2,-1000.7,123,22,273,28.8,239.0,28.6,23.8,5.6,92,4,2,18,88.7,51.5
2435,338.8,28.7,202,20,63,16.4,193.5,28.7,27.2,27.0,98,2,0,27,46.7,99.0
2436,-542.9,-1242.2,142,30,347,8.6,172.9,16.3,37.7,5.2,48,5,2,10,79.3,43.7
2437,1440.9,-551.2,149,23,184,10.1,149.7,11.7,32.9,29.2,11,2,1,15,34.6,61.9
2438,-1113.7,1300.5,202,38,23,8.2,199.7,32.9,10.0,16.7,94,3,2,35,31.2,42.9
2439,-1776.8,-199.9,109,13,172,26.7,69.6,29.2,37.3,36.4,97,2,0,11,68.5,93.4
2440,-950.3,-137.7,201,12,21,6.5,2.5,5.3,19.7,10.7,68,4,1,29,35.7,42.8
2441,751.9,-1552.0,188,39,92,0.3,109.9,28.1,35.3,35.6,8,1,0,24,84.6,74.6
2442,800.3,1335.6,145,6,103,0.3,126.3,9.2,31.7,22.4,98,0,0,37,54.2,77.4
2443,-1100.7,-1229.4,184,14,115,12.0,6.4,12.7,8.1,16.9,66,1,0,5,62.8,73.4
2444,869.5,-1724.8,148,7,96,16.5,266.8,16.2,6.3,14.5,18,4,0,27,60.3,37.0
2445,152.7,-1510.2,102,28,73,11.1,105.8,12.7,38.8,7.1,95,3,1,35,50.7,73.8
2446,-607.7,-1223.6,105,14,60,5.4,169.1,37.5,2.8,14.9,34,3,1,19,45.2,59.8
2447,214.0,1756.3,163,7,182,30.0,36.9,39.3,29.6,14.8,49,5,0,29,77.0,82.9
2448,1592.2,-1599.0,204,10,75,25.7,263.8,22.3,33.4,8.9,88,1,0,21,41.9,44.2
2449,-1521.1,485.2,201,44,154,15.3,188.6,19.7,20.4,7.7,48,3,1,35,49.9,97.2
2450,1446.4,-1919.4,187,37,216,25.1,145.9,24.7,36.7,30.9,53,0,0,39,41.5,99.5
2451,-538.5,-1066.7,146,12,351,7.0,89.0,4.3,35.5,17.3,75,4,0,22,41.1,33.1
2452,627.5,1166.7,146,40,145,5.9,288.3,33.7,14.2,39.7,97,2,1,27,49.5,35.2
2453,1636.7,-1914.3,203,22,198,1.7,121.3,20.5,30.7,27.8,11,2,1,2,57.8,58.1
2454,48.2,642.1,107,42,96,4.0,41.0,36.2,20.9,31.3,97,3,0,10,39.7,66.8
2455,-127.0,-276.6,102,19,144,0.7,123.0,34.9,27.5,29.2,13,3,1,0,50.4,55.2
2456,256.5,1443.0,121,34,98,10.9,277.0,36.0,27.4,6.2,84,2,0,19,70.8,70.3
2457,166.6,-1025.9,182,41,305,1.3,216.6,15.8,16.2,2.5,49,4,2,15,93.4,76.2
2458,1804.2,-566.9,106,3,313,26.4,137.5,6.4,31.2,25.1,45,5,1,24,30.5,59.1
2459,1147.4,29.9,146,39,196,11.3,66.4,23.9,26.3,3.7,98,2,1,37,56.4,59.1
2460,-1875.2,-517.3,147,6,229,22.2,205.8,32.2,22.5,34.0,42,5,0,0,68.0,91.4
2461,-1272.9,-1107.4,102,5,18,0.5,155.2,32.1,34.3,24.8,41,4,2,24,32.1,89.2
2462,448.6,1530.2,142,23,232,16.5,331.8,34.1,7.1,5.7,22,1,0,16,65.5,54.8
2463,1769.3,-1584.3,106,5,245,2.3,25.9,16.6,14.7,14.3,82,1,0,25,73.0,96.4
2464,-1129.0,-139.1,165,23,142,9.1,333.3,5.4,27.1,4.0,57,4,0,24,89.7,39.9
2465,-268.2,1597.6,122,7,1,16.2,291.9,7.0,26.8,8.0,91,3,2,35,77.9,87.1
2466,-936.7,1879.7,186,40,65,27.7,204.6,28.7,13.5,34.1,8,4,1,8,95.4,34.5
2467,-1758.0,980.3,147,43,158,19.7,264.8,19.9,22.9,12.6,82,2,1,23,57.2,88.0
2468,796.3,1530.9,187,9,97,15.1,48.3,3.3,23.0,19.7,91,0,0,0,64.6,41.3
2469,-634.3,-1169.4,109,24,320,1.7,357.6,13.0,17.1,28.3,6,3,0,28,95.7,34.5
2470,-512.8,-1584.7,204,30,253,6.2,104.8,25.3,23.1,6.0,42,1,0,18,71.1,55.8
2471,-1069.5,662.3,105,14,30,23.7,312.5,12.0,39.8,28.5,12,3,1,40,44.6,85.2
2472,1736.1,-1182.1,143,27,41,7.5,143.2,28.3,15.6,12.5,3,0,0,10,55.9,60.0
2473,541.0,465.7,204,28,193,9.5,55.4,25.5,11.4,22.2,87,5,0,32,68.0,38.9
2474,341.7,91.3,188,26,72,25.3,50.6,32.0,6.0,29.3,57,4,2,38,93.2,77.4
2475,1751.4,452.3,149,5,36,6.5,322.0,24.0,28.2,34.2,40,5,2,27,69.9,91.5
2476,-718.1,1333.9,101,32,325,10.4,185.4,25.6,2.3,33.9,65,3,0,9,51.4,32.5
2477,-1610.8,-1689.3,144,19,115,13.9,108.7,6.3,38.3,8.5,85,1,0,1,65.4,87.5
2478,1640.1,-1856.4,121,35,107,13.3,235.1,33.8,33.1,34.4,8,1,0,40,48.1,97.4
2479,918.7,-1836.2,145,23,34,18.0,5.6,11.2,25.8,15.0,50,2,1,38,92.2,40.9
2480,1887.2,-79.8,102,32,240,29.0,255.0,3.7,15.2,12.2,30,4,2,40,53.6,53.3
2481,-848.1,-1347.7,142,5,13,28.6,261.3,37.3,33.0,30.5,79,5,1,38,59.6,98.4
2482,1641.2,-202.6,143,21,121,21.0,1.0,35.9,36.4,28.6,98,4,0,4,47.1,37.5
2483,384.4,-209.8,189,22,358,27.0,282.2,23.1,37.1,24.2,92,5,2,28,59.6,77.4
2484,-624.4,-632.2,109,11,277,27.2,118.6,11.3,34.1,37.3,63,3,2,20,90.4,32.8
2485,-1134.6,1490.9,122,19,174,22.8,4.4,33.9,3.7,16.6,74,5,1,3,96.1,85.4
2486,-1064.2,1429.3,121,19,285,13.8,301.8,32.2,15.7,37.7,17,3,0,23,89.3,73.6
2487,-1455.7,1381.8,184,33,30,9.8,159.7,40.0,26.2,4.4,28,3,2,7,71.5,77.9
2488,-1717.6,369.8,148,27,192,23.8,35.4,38.4,6.1,13.2,36,1,0,1,77.4,90.6
2489,-1166.0,1711.3,122,39,192,10.6,278.2,37.9,8.4,34.7,46,0,0,39,87.1,38.6
2490,1151.4,-1560.9,124,34,228,28.4,283.4,8.4,29.8,26.6,88,4,0,38,95.6,76.5
2491,1704.5,-530.3,163,30,142,10.4,136.7,23.0,38.6,3.7,55,4,0,36,71.7,53.7
2492,-1732.2,-1063.5,122,38,17,8.8,147.1,13.4,11.1,26.1,47,5,2,5,33.2,56.3
2493,1545.7,757.2,142,24,279,26.4,339.3,16.4,27.9,3.1,60,3,1,27,76.5,59.4
2494,-1507.0,-1482.5,147,5,165,9.5,108.9,27.5,37.4,39.5,62,4,2,11,84.7,55.7
2495,30.7,472.6,148,44,224,6.0,81.0,20.0,4.3,23.5,50,5,0,22,39.6,82.7
2496,852.4,941.8,201,28,353,30.2,6.2,27.8,25.9,27.8,37,1,0,8,37.3,42.4
2497,1010.8,1391.5,146,3,223,11.5,158.1,33.0,3.2,12.3,38,5,0,4,77.2,34.6
2498,-51.4,-1083.8,109,2,233,16.2,65.8,36.6,12.0,19.1,2,2,0,14,52.1,72.9
2499,654.4,1066.0,188,2,229,26.1,238.9,34.2,15.6,32.4,52,3,1,35,75.6,33.6
2500,538.1,142.1,202,36,252,9.6,139.3,37.3,28.5,36.0,75,4,1,24,34.2,92.4
2501,-215.5,1280.7,146,5,184,3.9,87.4,11.4,28.5,4.0,65,5,0,36,80.5,84.3
2502,-241.9,1225.1,147,44,215,21.2,192.8,36.0,7.6,30.1,35,5,2,32,83.9,67.0
2503,844.2,-1148.6,109,3,282,1.9,343.7,20.6,31.1,2.5,74,1,0,14,96.7,40.7
2504,1288.9,1842.9,102,42,344,15.0,46.3,6.4,21.0,2.6,90,1,0,21,48.6,49.1
2505,1886.0,-93.9,103,4,5,2.5,275.4,24.0,10.8,3.2,38,2,0,38,40.4,67.7
2506,320.7,-355.1,189,43,346,26.1,30.3,4.8,17.4,28.6,63,1,0,14,47.6,41.2
2507,775.5,1698.9,181,22,47,7.1,240.4,20.7,12.6,12.5,51,3,0,3,85.5,56.2
2508,998.4,648.9,102,1,182,18.2,136.5,20.0,6.1,35.6,36,2,0,11,91.3,95.8
2509,1659.0,-477.6,185,14,316,1.7,221.3,15.8,11.7,38.5,29,3,0,17,76.6,92.8
2510,-268.4,-461.8,201,25,196,4.4,199.4,35.6,31.1,7.7,5,4,0,20,34.0,57.5
2511,-1290.5,-412.6,123,34,121,12.7,67.0,39.6,4.6,5.7,34,1,0,2,73.6,54.6
2512,-1175.2,1562.0,161,33,174,18.5,82.6,8.7,24.2,31.4,22,1,0,15,40.1,71.4
2513,-764.2,-1174.0,165,41,306,21.7,171.1,12.9,38.0,18.1,1,0,0,23,37.2,70.5
2514,1357.5,-1290.0,142,37,63,22.5,44.7,30.5,24.0,15.6,50,4,1,14,57.6,78.5
2515,1695.6,-1310.3,189,15,270,19.3,5.0,22.2,17.2,7.9,100,0,0,32,48.5,41.9
2516,-28.3,-1519.5,103,10,12,24.8,178.5,22.7,18.7,15.9,37,0,0,3,44.4,86.8
2517,50.0,-819.7,201,33,32,30.8,122.4,11.4,11.4,15.0,76,4,0,4,93.0,82.7
2518,-108.1,-105.0,201,22,15,22.9,230.6,39.5,10.8,26.4,56,5,1,4,41.7,37.1
2519,-550.1,-975.5,188,43,124,7.0,272.3,29.8,30.6,33.9,20,5,2,4,56.1,56.7
2520,-911.4,-750.6,105,1,360,4.6,120.9,2.2,12.4,5.8,69,2,1,11,80.2,99.8
2521,1845.0,436.3,256,1,300,11.4,289.7,6.2,20.4,16.5,6,4,0,11,99.5,37.3
2522,-1242.4,-526.3,104,23,168,9.5,355.7,23.7,36.6,30.7,1,3,0,12,59.7,32.9
2523,-84.7,-319.7,143,40,200,15.4,234.1,5.3,36.0,12.8,55,0,0,25,71.1,43.0
2524,775.9,-909.6,101,20,53,2.3,63.8,32.6,3.2,31.4,49,2,0,21,96.8,45.9
2525,-1511.9,1843.6,143,40,112,0.4,284.5,5.9,3.1,36.9,77,5,1,24,33.0,81.4
2526,1623.5,-1347.0,146,35,117,21.4,48.1,18.8,14.2,20.4,68,4,2,0,66.0,44.7
2527,-656.7,-883.6,105,0,267,30.1,314.2,16.4,29.0,37.0,5,1,0,17,82.0,93.7
2528,855.4,1112.8,121,25,210,10.1,174.2,33.9,36.7,14.3,11,3,1,40,62.5,99.3
2529,-485.6,750.1,204,23,233,0.2,359.3,29.5,33.8,7.2,21,5,1,10,48.5,91.0
2530,-702.8,-772.1,204,8,240,20.3,290.5,39.9,37.2,20.3,7,5,1,16,41.6,40.4
2531,1487.0,703.1,102,24,219,27.3,257.1,13.1,11.3,23.2,64,4,2,2,78.0,76.1
2532,-1238.0,926.8,165,37,145,7.8,259.9,28.1,7.9,7.0,49,4,1,34,77.8,51.0
2533,-1697.0,542.4,165,17,97,10.1,53.7,15.8,13.5,15.3,34,1,0,20,98.9,42.9
2534,1683.8,-1257.9,162,40,249,26.4,84.6,18.3,35.0,13.2,32,0,0,32,32.6,52.8
2535,-42.8,-1162.1,162,35,135,4.5,311.1,6.1,32.7,14.3,68,3,1,25,64.6,74.8
2536,-1440.1,-1569.4,123,23,283,14.2,345.6,20.2,5.0,21.5,60,0,0,25,33.2,88.2
2537,-1635.0,-1778.8,108,19,246,2.7,55.9,14.2,4.3,29.8,83,2,1,12,84.8,86.6
2538,-1462.5,1334.9,141,9,155,3.9,133.0,36.0,7.9,6.1,53,3,0,10,52.1,93.7
2539,-1041.9,605.1,144,40,248,27.5,165.2,23.7,15.7,8.5,25,0,0,0,41.6,67.3
2540,378.0,-1731.1,123,43,217,21.7,98.1,2.0,28.8,35.3,90,4,2,17,46.5,70.4
2541,93.4,-330.2,189,39,94,19.5,319.8,22.0,24.1,32.4,23,5,2,7,97.8,86.0
2542,884.9,859.1,103,31,168,2.2,338.6,16.9,10.7,37.5,57,2,0,29,88.4,87.1
2543,-1523.6,-1326.7,141,3,67,11.8,171.1,32.0,11.6,21.4,24,4,2,18,56.2,55.3
2544,1086.2,1048.1,165,15,211,28.1,176.2,29.7,10.9,40.0,12,5,2,3,47.3,91.9
2545,-396.3,-1386.5,106,29,134,25.7,122.1,26.7,22.2,32.1,57,0,0,34,92.8,90.2
2546,663.4,1385.1,203,30,136,2.6,38.4,11.6,38.1,5.4,97,3,2,23,68.8,96.4
2547,-1572.2,71.5,184,44,299,6.0,105.2,10.3,6.0,20.2,41,1,0,33,55.9,76.4
2548,-1066.3,48.9,108,44,318,18.0,41.1,35.8,26.2,3.9,78,4,1,17,53.2,77.4
2549,-1037.4,144.2,204,4,93,23.1,126.4,3.0,7.9,3.5,78,2,1,26,91.4,76.5
2550,1643.5,1352.4,201,36,246,27.2,211.5,32.9,23.5,9.5,72,1,0,33,78.1,65.0
2551,895.6,568.3,141,28,304,28.1,245.2,35.0,3.1,38.7,67,4,0,7,62.6,34.2
2552,-181.6,-881.5,142,41,49,26.8,94.4,38.3,20.3,24.2,19,5,2,6,78.6,61.9
2553,211.1,-231.2,145,8,318,26.1,180.5,17.2,10.2,6.5,21,2,0,15,69.8,30.6
2554,1471.9,-474.6,256,45,264,16.3,129.5,33.0,28.0,34.8,97,3,1,4,38.3,38.4
2555,814.7,-1326.8,107,34,253,22.8,253.1,15.3,20.6,35.7,52,0,0,6,82.3,64.0
2556,1632.4,-1425.4,165,17,27,1.2,146.9,26.6,31.1,14.3,37,4,2,28,49.0,64.0
2557,-80.9,1405.4,144,31,291,1.6,215.4,35.8,3.6,16.9,37,0,0,1,47.6,67.0
2558,-63.0,1503.7,102,6,170,15.6,59.4,27.0,32.8,22.7,55,3,1,7,85.0,66.6
2559,-907.0,564.3,165,0,34,16.2,226.6,18.4,33.7,21.4,98,3,2,39,73.6,81.4
2560,67.0,-70.4,204,12,8,26.5,218.4,5.2,29.4,22.5,10,1,0,34,31.2,63.5
2561,494.5,125.3,141,4,261,4.6,292.4,10.1,28.3,9.5,99,3,1,36,41.2,67.9
2562,78.5,-1231.4,107,29,144,11.2,8.9,32.1,31.6,6.6,64,3,0,10,98.7,55.6
2563,155.6,-460.5,183,29,125,25.3,298.6,32.5,39.1,36.4,74,5,0,21,79.4,41.0
2564,418.4,295.9,165,22,18,5.5,158.6,17.0,33.2,28.5,78,0,0,20,33.0,33.0
2565,1715.6,-200.0,105,31,52,11.5,21.3,20.6,31.4,34.8,72,2,0,26,61.5,39.4
2566,581.6,-1640.4,148,9,134,6.4,334.1,23.0,36.3,2.6,52,3,0,29,55.9,71.8
2567,-902.2,-1491.7,184,29,12,22.0,128.6,16.1,12.8,19.6,43,3,1,16,32.9,94.0
2568,1435.9,572.4,108,1,64,7.6,93.1,30.7,3.9,14.7,31,0,0,24,45.0,68.3
2569,1021.6,-686.2,121,22,223,20.8,29.0,10.0,8.7,23.4,61,1,0,15,44.3,86.9
2570,355.1,339.0,182,16,205,16.0,20.9,32.7,13.2,2.8,62,4,0,30,79.4,89.9
2571,-1089.4,1822.9,256,41,0,21.2,137.5,16.5,23.2,2.2,80,2,0,19,86.5,84.0
2572,-1033.0,1475.9,124,23,49,30.9,94.9,36.2,10.6,16.8,39,4,0,32,72.9,89.8
2573,-1123.4,327.9,188,19,202,30.2,100.4,22.0,5.5,27.3,81,4,2,3,39.8,86.7
2574,177.2,-1609.4,144,42,251,12.7,324.2,29.9,17.9,2.0,83,0,0,14,45.8,45.4
2575,-1195.7,-1156.3,164,7,243,15.8,225.2,3.2,23.4,29.7,23,5,2,13,65.9,95.8
2576,186.5,1384.5,105,9,212,18.3,100.7,15.2,17.1,18.3,54,5,0,6,63.1,96.1
2577,-1038.1,-140.7,203,37,344,14.9,310.1,26.7,34.5,39.8,51,4,2,2,83.3,31.3
2578,1364.9,-924.8,189,10,346,19.1,41.3,4.6,12.8,3.7,10,2,1,12,64.1,47.5
2579,1679.5,1865.3,256,6,346,11.4,352.6,9.6,34.2,9.9,70,4,1,17,70.7,72.7
2580,-466.6,760.3,104,32,89,7.4,117.2,40.0,5.0,6.8,2,2,1,20,99.5,71.0
2581,-240.1,-498.9,109,44,198,16.9,328.6,3.1,6.6,16.0,10,4,2,13,34.3,41.1
2582,-195.1,-1040.2,123,19,136,1.9,197.4,19.6,31.1,26.4,35,1,0,19,97.6,43.8
2583,1248.4,-1805.0,187,38,319,17.8,162.4,39.6,30.6,24.6,10,1,0,40,44.7,51.7
2584,1502.9,-1660.2,187,43,110,7.0,162.1,36.4,25.9,8.0,50,5,0,25,50.9,32.2
2585,-1439.4,-933.3,187,2,271,25.7,318.2,9.2,38.6,4.0,53,1,0,21,44.2,75.1
2586,-126.4,-995.0,106,39,190,7.9,189.5,36.7,15.4,15.9,59,2,1,20,33.6,97.1
2587,-1869.5,1493.3,122,19,64,28.6,348.2,24.8,4.8,10.2,95,1,0,1,33.4,76.7
2588,-205.0,-682.7,108,2,201,6.1,204.0,32.2,27.6,17.2,53,5,0,18,30.1,94.2
2589,1230.2,-1345.4,164,27,52,2.3,38.2,32.6,30.1,3.5,76,4,2,19,87.8,81.7
2590,1654.8,-984.6,104,37,259,9.5,356.6,20.5,35.3,15.7,55,1,0,35,70.0,85.9
2591,1333.2,914.2,124,21,92,22.5,30.9,6.8,13.8,17.9,38,5,1,17,47.0,55.3
2592,-367.6,-94.0,124,9,101,8.9,293.8,22.7,22.0,29.2,29,4,2,22,75.7,55.9
2593,693.9,93.3,143,29,229,14.1,264.3,36.9,16.3,25.4,81,4,2,21,87.4,36.5
2594,1843.0,-588.8,204,38,242,26.5,95.0,34.5,36.6,33.9,79,1,0,32,92.7,87.1
2595,1755.1,568.5,101,4,150,29.6,227.1,27.2,19.7,23.4,9,3,1,0,52.7,85.5
2596,483.6,524.9,149,14,359,28.2,18.2,20.4,24.0,9.1,47,2,0,5,76.0,80.2
2597,118.2,1739.4,203,4,317,28.7,324.5,22.6,28.2,27.7,13,4,1,32,41.8,94.7
2598,168.4,6.9,109,10,59,20.8,292.0,29.4,27.3,18.5,57,0,0,8,96.7,58.0
2599,-1563.8,-296.1,149,0,140,27.9,64.6,4.5,38.6,33.4,76,0,0,8,47.9,42.4
2600,957.0,1368.0,109,6,154,3.7,176.4,20.0,30.1,24.5,23,2,1,1,58.6,94.7
2601,-1213.5,1461.2,101,40,332,6.3,286.9,29.4,22.5,39.4,1,2,0,21,66.5,34.4
2602,18.2,1094.1,147,1,73,23.1,324.5,37.4,35.8,15.1,88,1,0,8,95.6,31.5
2603,-1295.0,431.9,163,44,179,10.2,8.3,26.9,7.9,23.3,7,4,2,14,58.9,97.1
2604,1369.2,1609.6,256,29,95,7.2,95.3,39.9,22.2,9.9,13,0,0,13,49.3,43.9
2605,-1382.7,-1068.5,123,20,174,20.0,72.9,39.4,39.4,12.1,66,3,2,14,47.7,83.8
2606,1896.0,1778.1,103,5,207,7.3,178.7,10.2,18.8,20.2,97,3,1,22,77.7,93.9
2607,132.2,824.7,145,5,142,19.5,229.9,2.8,32.6,12.8,5,1,0,30,39.4,93.1
2608,-853.6,1479.3,161,24,97,23.5,238.5,22.4,22.9,33.7,65,4,0,40,95.6,50.8
2609,-481.9,1222.5,124,1,110,0.1,114.6,33.6,32.0,29.7,88,3,2,22,63.5,59.7
2610,-1727.3,248.5,122,24,92,18.4,60.7,21.4,29.9,3.8,88,4,0,8,67.2,93.9
2611,-2.2,1103.5,142,40,288,1.0,115.7,27.4,7.4,33.9,32,5,0,27,91.4,83.5
2612,1171.1,-872.7,182,45,123,26.3,294.2,12.2,38.3,25.9,3,0,0,40,62.6,33.1
2613,-1422.7,-440.4,121,13,146,16.5,149.8,30.0,14.6,2.9,8,2,0,29,37.6,58.4
2614,1752.0,-1167.0,165,43,254,8.1,140.3,13.9,13.9,36.4,3,1,0,31,55.5,80.9
2615,36.6,-786.2,107,29,178,24.0,344.2,10.3,6.5,4.1,54,2,0,13,59.6,69.5
2616,-1410.3,-1168.4,102,14,116,25.4,289.0,10.5,14.0,3.4,8,2,1,26,80.9,83.4
2617,1877.0,-1265.0,107,1,165,27.4,75.5,19.1,5.8,39.2,61,3,1,6,70.0,92.8
2618,-900.2,-31.9,124,33,123,30.2,141.4,3.0,36.4,36.3,71,2,1,26,96.7,99.0
2619,-1594.1,-424.9,163,22,120,3.3,212.0,12.5,10.1,40.0,29,0,0,31,37.7,68.7
2620,-1911.2,596.8,106,25,139,11.6,212.4,26.5,5.0,35.6,47,3,0,3,88.4,97.4
2621,-1787.8,492.9,142,39,294,19.0,76.6,16.3,5.9,14.3,20,4,0,14,50.1,52.9
2622,1642.3,-667.1,203,37,269,13.8,291.2,33.9,17.1,12.6,97,3,2,38,32.5,57.3
2623,-1318.5,509.5,108,14,258,22.1,87.7,15.3,7.9,25.1,80,0,0,35,52.9,76.3
2624,-987.7,-1719.4,184,31,108,16.2,288.3,9.1,19.6,29.8,17,5,1,39,83.9,92.9
2625,-641.7,-1756.6,107,3,359,0.1,180.6,15.5,10.5,18.8,20,1,0,27,67.2,99.8
2626,559.3,-1129.8,144,8,293,26.4,240.3,10.5,15.0,38.6,5,3,2,12,93.7,60.3
2627,1401.1,-1166.1,165,18,180,27.4,99.6,5.4,21.4,3.9,43,0,0,5,95.1,36.1
2628,1478.5,-158.5,204,21,230,7.7,310.0,23.1,31.3,38.7,90,2,0,26,78.4,84.8
2629,-857.9,853.4,121,27,254,11.7,152.6,2.6,32.1,35.6,29,0,0,28,50.5,71.2
2630,-1683.9,-11.4,164,36,196,21.5,102.8,19.4,35.7,36.5,71,3,2,19,63.5,62.0
2631,-669.9,-1726.8,148,6,342,7.7,54.2,12.6,31.2,25.7,85,1,0,32,56.6,34.1
2632,-1424.4,807.3,165,35,280,8.5,336.3,24.2,4.4,10.8,91,3,0,17,98.7,37.4
2633,-528.0,-763.6,121,1,334,27.9,249.0,32.0,10.6,13.4,9,5,0,9,32.7,30.5
2634,-1806.7,7.9,105,28,195,17.8,171.6,21.5,21.3,27.6,77,1,0,0,72.1,42.6
2635,-374.7,1105.7,144,43,236,20.3,241.2,30.8,3.9,5.7,37,4,2,9,74.9,83.2
2636,622.1,448.8,163,40,128,14.8,250.0,16.9,33.3,33.2,82,0,0,22,55.3,82.2
2637,-1079.4,-40.0,104,18,193,0.6,33.6,17.3,8.1,8.6,21,5,2,35,92.8,37.1
2638,-998.0,234.4,146,34,276,11.9,297.4,9.8,29.6,32.9,13,4,2,16,96.2,48.6
2639,1913.8,1357.7,143,6,305,26.9,347.6,27.3,31.6,23.8,11,1,0,3,56.9,41.4
2640,-846.6,222.8,161,40,294,15.5,126.7,36.2,9.4,8.5,94,0,0,18,75.2,38.6
2641,-742.1,-603.4,189,40,6,27.4,84.4,30.3,5.6,23.5,23,2,0,23,99.6,73.6
2642,-1652.6,-1327.7,102,20,357,19.9,36.2,7.5,17.5,39.2,10,3,2,37,67.9,99.0
2643,807.0,806.0,123,35,184,3.9,300.3,16.3,28.2,3.9,78,2,0,33,60.2,95.2
2644,-546.3,211.5,204,42,1,15.5,269.4,39.4,35.9,25.5,10,4,2,34,56.7,51.9
2645,-465.4,-295.1,184,19,255,6.4,105.3,35.7,17.1,12.9,86,5,2,21,91.4,52.7
2646,874.0,1409.4,162,26,293,12.4,271.3,32.0,5.7,19.2,32,0,0,0,86.5,78.1
2647,-1522.2,300.0,161,17,124,18.1,315.7,16.8,5.5,19.1,95,4,1,38,52.1,40.7
2648,-658.2,-387.7,185,13,348,14.7,184.2,22.5,20.3,9.4,92,0,0,8,42.4,47.5
2649,835.4,-1860.1,105,26,295,27.2,212.4,29.7,37.8,3.7,37,5,0,24,65.3,68.1
2650,-1541.5,1095.6,165,17,288,14.3,141.2,8.9,23.6,23.5,73,3,1,2,75.0,42.6
2651,-1237.7,-1829.1,106,9,188,29.8,235.4,6.8,10.3,12.6,93,1,0,28,54.3,52.2
2652,474.4,-1462.0,145,2,202,27.8,141.8,5.3,18.0,6.3,69,4,2,39,89.5,58.4
2653,-271.1,947.4,106,28,225,14.5,303.6,28.5,25.5,36.7,9,2,0,8,82.9,31.8
2654,759.9,-718.5,121,44,92,4.6,197.4,39.3,38.0,8.5,41,3,2,7,51.8,92.4
2655,1366.1,1364.6,201,4,130,7.2,209.9,34.9,37.1,3.3,10,0,0,36,96.8,71.7
2656,489.2,1091.2,256,36,161,15.4,182.0,32.9,15.6,20.3,87,4,1,38,96.5,70.5
2657,-431.5,-120.6,109,19,112,13.2,113.9,36.7,8.9,30.9,75,2,0,29,44.9,48.0
2658,402.6,1.6,147,41,213,17.3,346.5,12.2,26.4,2.1,65,3,2,12,65.4,32.3
2659,-349.5,1081.2,185,11,130,19.0,173.3,7.1,21.4,33.8,42,0,0,31,63.0,58.0
2660,-873.6,-744.7,104,43,133,24.7,214.4,9.1,35.9,17.2,78,2,0,8,72.3,98.5
2661,912.7,-1020.5,106,5,211,20.3,164.5,36.0,37.8,36.0,33,3,1,19,92.6,56.1
2662,802.1,1815.3,105,34,266,9.1,67.6,35.0,30.3,11.8,30,2,0,14,71.8,53.0
2663,2.4,81.2,102,21,230,0.5,231.5,5.1,7.4,2.6,46,4,2,6,61.3,30.8
2664,-708.8,1218.9,181,18,321,20.0,278.5,8.1,31.7,7.8,50,0,0,29,47.6,90.4
2665,-1531.9,-1402.3,105,29,242,31.0,113.3,6.5,22.8,6.0,29,3,1,21,52.6,49.8
2666,124.2,-211.1,122,45,31,5.9,294.4,26.0,2.6,34.0,69,1,0,37,53.0,31.4
2667,-816.8,-817.4,162,32,268,2.4,228.9,11.3,14.2,32.9,72,1,0,40,47.2,57.7
2668,-1707.7,-1643.9,145,25,55,10.1,263.1,22.8,24.4,33.2,41,1,0,33,82.7,75.4
2669,887.6,1869.5,147,6,222,7.3,340.8,19.8,5.6,32.4,5,0,0,3,79.7,75.5
2670,-1113.0,802.2,146,17,295,25.4,109.9,14.0,29.8,11.2,82,5,1,24,33.9,84.5
2671,-524.6,698.1,101,28,232,21.6,180.4,7.4,35.4,39.9,98,4,0,1,50.8,79.3
2672,-763.2,-1697.5,164,7,319,30.4,200.3,16.4,22.7,21.6,37,2,0,30,41.8,38.4
2673,-1241.1,355.1,149,3,143,25.8,124.6,6.6,2.3,21.7,10,4,0,28,65.9,62.3
2674,228.6,-292.5,101,40,16,19.3,241.1,7.7,31.7,35.1,22,2,0,8,41.8,43.1
2675,632.4,-10.1,102,11,4,15.6,106.4,3.7,11.1,2.4,36,3,1,31,79.1,37.8
